from	to	kind	flow	reversed	derived	optional	evidence	note
layer:official_settlement_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:278 (build_v2_buffers)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:official_wind_zoning	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:319,457-466 (build_wka_bestand_hulls testet WKA-Punkte gegen das gerade geschriebene Band)	
scripts/widmung_v2/04_create_distance_zones.py	layer:official_wind_zoning	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:456 (build_official_zoning_masks)	
layer:osm_nature_protection_areas	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:osm_nature_protection_areas	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:443 (build_nature_masks)	
layer:rail_main	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:road_federal_state	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:road_motorway_trunk	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:settlement_buffer	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:settlement_buffer	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:273-298,432-436 (build_v2_buffers)	
layer:settlement_buffer_<variant>	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	true	[frag_A] abschichtung_common.py:1641-1656 (compose_exclusion_geotiff, variant_source_band-Schleife)	Nur bei --settlement-variants (Default: False).
scripts/widmung_v2/04_create_distance_zones.py	layer:settlement_buffer_<variant>	writes	true	false	false	true	[frag_A] 04_create_distance_zones.py:342-355,437-442 (build_settlement_variant_buffers)	Nur bei --settlement-variants (Default: False, im Clean-Schema standardmaessig aus).
layer:wka_bestand_ausserhalb_zonen	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1633-1638 (compose_exclusion_geotiff, trailing_bands)	
scripts/widmung_v2/04_create_distance_zones.py	layer:wka_bestand_ausserhalb_zonen	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:301-339,462-466 (build_wka_bestand_hulls)	
output/abschichtung/osm_pbf_layers	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_E] scripts/widmung_v2/04_create_distance_zones.py:379	--osm-pbf-cache-dir Default, geteilt mit Skript 03
output/abschichtung_widmung_v2/distance_layers	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_E] scripts/widmung_v2/04_create_distance_zones.py:210-226,234,242-246,362	_check_required_sources()/_source_fingerprint() über REQUIRED_SOURCE_LAYERS (15 Namen)
scripts/widmung_v2/04_create_distance_zones.py	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.bands.json	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:524 (write_band_manifest)	
scripts/widmung_v2/04_create_distance_zones.py	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.tif	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:501-519 (compose_exclusion_geotiff)	
scripts/widmung_v2/04_create_distance_zones.py	windkraft/calc/abschichtung_common.py	imports	false	false	false	false	[frag_A] 04_create_distance_zones.py:83-122	
scripts/widmung_v2/04_create_distance_zones.py	windkraft/calc/abschichtung_common.py	invokes	false	false	false	false	[frag_F] scripts/widmung_v2/04_create_distance_zones.py:83	Import
scripts/widmung_v2/04_create_distance_zones.py	windkraft/calc/band_manifest.py	imports	false	false	false	false	[frag_A] 04_create_distance_zones.py:124	
scripts/widmung_v2/04_create_distance_zones.py	windkraft/config.py	imports	false	false	false	false	[frag_A] 04_create_distance_zones.py:82	
layer:general_buildings_buffer	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:general_buildings_source	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:haeuser_im_gruenen	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:haeuser_im_gruenen_ferienhaus	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:haeuser_im_gruenen_noe_pdf	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:haeuser_im_gruenen_streusiedlung	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:nonresidential_hulls_source	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
layer:official_settlement_source	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:44-111,117-149 (TEST_POINTS/BandReader, --layer-dir Modus)	Liest je nach Modus entweder den Einzel-Checkpoint (layer-dir) ODER dasselbe Band aus dem finalen TIF (--tif); kein windkraft-Import, direkter rasterio-Zugriff.
output/abschichtung_widmung_v2/distance_layers	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_E] scripts/widmung_v2/05_validate.py:140,180,188-189	nur wenn --layer-dir statt --tif übergeben wird
output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.tif	scripts/widmung_v2/05_validate.py	reads	true	true	false	true	[frag_A] 05_validate.py:117-119,181 (--tif Modus); [frag_E] scripts/widmung_v2/05_validate.py:26,119,188-189	nur wenn --tif übergeben wird (05_validate.py:25-26 zeigt beide Modi als Alternativen)
tests/test_band_manifest.py	windkraft/calc/band_manifest.py	reads	false	false	false	false	[frag_F] tests/test_band_manifest.py:24	Prueft Vertrag: 38 Baender, Pflichtfelder, Farben, category_order.
tests/test_band_metadata.py	windkraft/viz/band_metadata.py	reads	false	false	false	false	[frag_F] tests/test_band_metadata.py:16	Prueft Kategorien/Farben/Sichtbarkeit der 38 Baender.
tests/test_check_hardlink_safety.py	tools/check_hardlink_safety.py	reads	false	false	false	false	[frag_F] tests/test_check_hardlink_safety.py:22	Arbeitet auf tempfile-Verzeichnis, nicht auf echten data/output-Baeumen.
tests/test_distance_engine_equivalence.py	windkraft/calc/distance_engine.py	reads	false	false	false	false	[frag_F] tests/test_distance_engine_equivalence.py:28-29	Vergleicht fft_circle_dilation/ns_kind gegen unveraendertes Alt-Repo unter /Users/jhurt/Documents/windkraft_ö_karten/windkraft/calc/kataster_layers.py (existiert auf diesem System); Migrations-Verifikationsartefakt, kein dauerhafter Unittest.
tests/test_drop_wind_power_buildings.py	windkraft/calc/abschichtung_common.py	reads	false	false	false	false	[frag_F] tests/test_drop_wind_power_buildings.py:19	Testet drop_wind_power_buildings mit synthetischen GeoDataFrames.
tests/test_min_area_filter.py	windkraft/calc/abschichtung_common.py	reads	false	false	false	false	[frag_F] tests/test_min_area_filter.py:19	Testet min_area_filter mit synthetischem Raster.
tests/test_uncertainty_blur.py	windkraft/calc/abschichtung_common.py	reads	false	false	false	false	[frag_F] tests/test_uncertainty_blur.py:19	Testet uncertainty_blur mit synthetischem Raster.
tests/test_water_bodies_mask.py	windkraft/calc/abschichtung_common.py	reads	false	false	false	false	[frag_F] tests/test_water_bodies_mask.py:22	Testet water_bodies_mask mit synthetischen GeoDataFrames.
output	tools/check_hardlink_safety.py	reads	true	true	false	false	[frag_E] tools/check_hardlink_safety.py:81-92,145	os.walk über gesamten output/-Baum, prüft nur Link-Count (st_nlink), nicht Inhalt; einziger Konsument, der WIRKLICH jede Datei unter output/ anfasst
<layer_dir>/<name>.tif	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:1425,1454	stiller fallback: layer_done() fängt jede Exception ab und liefert False statt zu werfen (Z.1420-1438)
windkraft/calc/abschichtung_common.py	<layer_dir>/<name>.tif	writes	true	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:1444	
<osm_pbf_cache_dir>/*.osm.pbf|*.geojsonseq	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:461,493	stiller fallback: mtime-basiertes Cache-Hit überspringt Re-Extraktion
windkraft/calc/abschichtung_common.py	<osm_pbf_cache_dir>/*.osm.pbf|*.geojsonseq	writes	true	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:460-465,493-508	
windkraft/calc/abschichtung_common.py	<raster>.bands.json	writes	true	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:1578 (Rasterschreiben, Manifest separat)	eigentlicher Manifest-Write erfolgt über band_manifest.write_band_manifest(), siehe dortige Kante
windkraft/calc/abschichtung_common.py	bin:osmium	invokes	false	false	false	false	[frag_F] windkraft/calc/abschichtung_common.py:413-414,464,504,509	subprocess.run(['osmium', ...]); betrifft damit indirekt widmung-v2-hig, widmung-v2-osm, widmung-v2-tif.
windkraft/calc/abschichtung_common.py	cfg:paths.dgm	reads	false	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:307,1256; [frag_F] windkraft/calc/abschichtung_common.py:307,1256	Bestimmt Grid/CRS der v2-Kette.
windkraft/calc/abschichtung_common.py	cfg:paths.nsg_gpkg	reads	false	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:1166,1174-1176; [frag_F] windkraft/calc/abschichtung_common.py:1165,1174-1175	stiller fallback (Teil derselben nature-mask-Kette) | Member-Name innerhalb von nsg_zip.
windkraft/calc/abschichtung_common.py	cfg:paths.nsg_layers	reads	false	false	false	false	[frag_F] windkraft/calc/abschichtung_common.py:1166,1176	
windkraft/calc/abschichtung_common.py	cfg:paths.nsg_zip	reads	false	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:1165; [frag_F] windkraft/calc/abschichtung_common.py:1164,1173	stiller fallback: _build_official_nature_mask() liefert leere Maske bei fehlendem ZIP (Z.1167-1168)
windkraft/calc/abschichtung_common.py	cfg:paths.osm_dir	reads	false	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:474; [frag_F] windkraft/calc/abschichtung_common.py:474	stiller fallback: nur genutzt wenn keine OSM-PBF vorhanden ist, sonst PBF-Pfad | Zielpfad existiert nicht (siehe Node-Notiz).
windkraft/calc/abschichtung_common.py	cfg:paths.powerlines_gpkg	reads	false	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:966; [frag_F] windkraft/calc/abschichtung_common.py:966	nur Fallback-Zweig wenn keine OSM-PBF vorhanden ist | Fuer v2 wirkungslos laut config.json-Kommentar (Band wird nicht mehr gespeichert), aber Datei wird noch gelesen.
windkraft/calc/abschichtung_common.py	cfg:paths.vgd	reads	false	false	false	false	[frag_B] windkraft/calc/abschichtung_common.py:624; [frag_D] windkraft/calc/abschichtung_common.py:624; [frag_F] windkraft/calc/abschichtung_common.py:624	admin_boundaries(): vgd = Path(cfg['paths']['vgd']) | harte Vorbedingung (kein exists-Guard vor Weitergabe an admin_boundaries/load_vgd)
windkraft/calc/abschichtung_common.py	cfg:paths.wind_pd_150	reads	false	false	false	false	[frag_D] windkraft/calc/abschichtung_common.py:307,1282; [frag_F] windkraft/calc/abschichtung_common.py:307,1282	template = dgm or wind_pd_150 (Fallback)
data/AUT_power-density_150m.tif	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:1282 (_read_raster_on_grid)	stiller fallback: _read_raster_on_grid() liefert NaN-Array wenn Datei fehlt (Z.1232-1234)
data/DGM_R25.tif	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:1256 (_read_raster_on_grid)	stiller fallback: NaN-Array bei fehlender Datei
data/austria-260328-free.shp	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:474-484	stiller fallback: Legacy-Shapefile-Layer, unbekannter Layer-Name liefert Platzhalter Path('__missing_osm_layer__') statt Fehler
data/naturschutzgebiete/SG_AT_2024_v_April_Stand_3_April_2024.zip	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:1174-1178	stiller fallback: try/except um zipfile+gpd.read_file je Layer, Warn-Print statt Absturz (Z.1177-1185)
data/osm_power_lines.gpkg	windkraft/calc/abschichtung_common.py	reads	true	true	false	true	[frag_D] windkraft/calc/abschichtung_common.py:972 (read_layer)	stiller fallback über read_layer(): leerer GeoDataFrame bei fehlendem Pfad (Z.518-519)
windkraft/calc/abschichtung_common.py	output/abschichtung/osm_pbf_layers	writes	true	false	false	false	[frag_E] windkraft/calc/abschichtung_common.py:457-462,489-510	pbf_for_bounds() schreibt clip_<stem>.osm.pbf, osm_layer_path() schreibt <stem>_<layer>.osm.pbf + .geojsonseq via osmium
windkraft/calc/abschichtung_common.py	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.tif	writes	true	false	false	false	[frag_E] windkraft/calc/abschichtung_common.py:1487,1578 (compose_exclusion_geotiff/output_profile); scripts/widmung_v2/04_create_distance_zones.py:361,501-503	04_create_distance_zones.py --output Default
windkraft/calc/abschichtung_common.py	windkraft/calc/distance_engine.py	imports	false	false	false	false	[frag_A] abschichtung_common.py:36; [frag_D] windkraft/calc/abschichtung_common.py:36	
windkraft/calc/abschichtung_common.py	windkraft/calc/wind_zones.py	imports	false	false	false	false	[frag_A] abschichtung_common.py:37; [frag_D] windkraft/calc/abschichtung_common.py:37	
windkraft/calc/band_manifest.py	<raster>.bands.json	writes	true	false	false	false	[frag_D] windkraft/calc/band_manifest.py:549-559	
windkraft/calc/band_manifest.py	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2_run1.bands.json	writes	true	false	false	false	[frag_E] windkraft/calc/band_manifest.py:49,541,547-556; scripts/widmung_v2/04_create_distance_zones.py:524	write_band_manifest() nach compose; nur für run1.tif vorhanden, Referenz-TIF hat kein Sidecar in output/
windkraft/calc/band_manifest.py	windkraft/viz/band_metadata.py	imports	false	false	false	false	[frag_A] band_manifest.py:41-46; [frag_D] windkraft/calc/band_manifest.py:41	
data/adressregister/Adresse_Relationale_Tabellen_Stichtagsdaten_*.zip	windkraft/calc/bev_register.py	reads	true	true	false	false	[frag_D] windkraft/calc/bev_register.py:64-78	harte Vorbedingung: explizites FileNotFoundError wenn weder entpackter CSV noch ZIP existiert (Z.75-77)
data/adressregister/adressen_31287.parquet	windkraft/calc/bev_register.py	reads	true	true	false	true	[frag_D] windkraft/calc/bev_register.py:117-120	stiller fallback: Cache-Hit übergeht Neuberechnung
windkraft/calc/bev_register.py	data/adressregister/adressen_31287.parquet	writes	true	false	false	false	[frag_D] windkraft/calc/bev_register.py:123	
data/adressregister/bev_gebaeude_31287.parquet	windkraft/calc/bev_register.py	reads	true	true	false	true	[frag_D] windkraft/calc/bev_register.py:134-137	stiller fallback: Cache-Hit übergeht Neuberechnung
windkraft/calc/bev_register.py	data/adressregister/bev_gebaeude_31287.parquet	writes	true	false	false	false	[frag_D] windkraft/calc/bev_register.py:141	
output/kataster/at_dkm_gst_nfl_epsg31287.geoparquet	windkraft/calc/hig_detection.py	reads	true	true	false	false	[frag_D] windkraft/calc/hig_detection.py:162	harte Vorbedingung: pyarrow.dataset.dataset() ohne exists-Check/try-except
windkraft/calc/hig_detection.py	windkraft/calc/bev_register.py	imports	false	false	false	false	[frag_A] hig_detection.py:50; [frag_D] windkraft/calc/hig_detection.py:50	
windkraft/calc/hig_detection.py	windkraft/calc/distance_engine.py	imports	false	false	false	false	[frag_A] hig_detection.py:51; [frag_D] windkraft/calc/hig_detection.py:51	
output/abschichtung_widmung_v2/zoning_vectors/haeuser_im_gruenen_combined.gpkg	windkraft/calc/hig_source_masks.py	reads	true	true	false	false	[frag_D] windkraft/calc/hig_source_masks.py:41; [frag_E] windkraft/calc/hig_source_masks.py:41	stiller fallback via read_layer()
output/abschichtung_widmung_v2/zoning_vectors/industrie_negativ_combined.gpkg	windkraft/calc/hig_source_masks.py	reads	true	true	false	false	[frag_D] windkraft/calc/hig_source_masks.py:42; [frag_E] windkraft/calc/hig_source_masks.py:42	stiller fallback via read_layer()
output/abschichtung_widmung_v2/zoning_vectors/wohn_misch_combined.gpkg	windkraft/calc/hig_source_masks.py	reads	true	true	false	false	[frag_D] windkraft/calc/hig_source_masks.py:40; [frag_E] windkraft/calc/hig_source_masks.py:40	stiller fallback via read_layer() (abschichtung_common.py:518-519)
output/noe/pdf_750m_*.geojson	windkraft/calc/hig_source_masks.py	reads	true	true	false	false	[frag_D] windkraft/calc/hig_source_masks.py:62-68 (noe_pdf_layer_masks); [frag_D] windkraft/calc/hig_source_masks.py:88-89 (noe_pdf_source_mask, liest tatsächlich pdf_hig_source_*)	stiller fallback: [warn]-Print + leere Maske je fehlendem Layer (Z.63-65) | siehe eigentliche Kante zu pdf_hig_source_*.geojson unten - hier nur Cross-Referenz auf das gleiche Zonen-Layer-Muster
output/noe/pdf_hig_source_*.geojson	windkraft/calc/hig_source_masks.py	reads	true	true	false	false	[frag_D] windkraft/calc/hig_source_masks.py:87-92 (noe_pdf_source_mask)	harte Vorbedingung: explizites FileNotFoundError, Docstring nennt es 'harter Fehler' (Z.79-83)
windkraft/calc/hig_source_masks.py	windkraft/calc/abschichtung_common.py	imports	false	false	false	false	[frag_A] hig_source_masks.py:16-21; [frag_D] windkraft/calc/hig_source_masks.py:16	
output/kataster/at_dkm_gst_nfl_epsg31287.geoparquet	windkraft/calc/streusiedlung.py	reads	true	true	false	false	[frag_D] windkraft/calc/streusiedlung.py:98-99	reicht Pfad nur durch (Path(dkm_parquet)) an scan_dkm_candidates()
windkraft/calc/streusiedlung.py	windkraft/calc/abschichtung_common.py	imports	false	false	false	false	[frag_A] streusiedlung.py:29-36; [frag_D] windkraft/calc/streusiedlung.py:29	
windkraft/calc/streusiedlung.py	windkraft/calc/bev_register.py	imports	false	false	false	false	[frag_A] streusiedlung.py:37; [frag_D] windkraft/calc/streusiedlung.py:37	
windkraft/calc/streusiedlung.py	windkraft/calc/hig_detection.py	imports	false	false	false	false	[frag_A] streusiedlung.py:38-48; [frag_D] windkraft/calc/streusiedlung.py:38	
windkraft/calc/streusiedlung.py	windkraft/calc/hig_source_masks.py	imports	false	false	false	false	[frag_A] streusiedlung.py:49-53; [frag_D] windkraft/calc/streusiedlung.py:49	
data/flächenwidmungen/Flaewi.shp.zip	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:420	harte Vorbedingung
data/flächenwidmungen/WIDMUNGSFLAECHEN.zip	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:408	harte Vorbedingung (gpd.read_file ohne exists-Check)
data/new_widmungs_data/kaernten/flawi_ktn_gpkg.zip	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:391-394	harte Vorbedingung; erst extrahiert nach <cache_dir>/flawi_ktn_gpkg.gpkg
data/new_widmungs_data/niederoesterreich/RRU_WI_HUELLE.gpkg	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:412	harte Vorbedingung
data/new_widmungs_data/oberoesterreich/FLWI_WIDMUNGEN_F.zip	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:414	harte Vorbedingung
data/new_widmungs_data/salzburg/Flaechenwidmung_Shapefile.zip	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:416	harte Vorbedingung
data/new_widmungs_data/steiermark/Bauland.zip	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:418	harte Vorbedingung
data/new_widmungs_data/tirol	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:400-403,422	harte Vorbedingung: explizites FileNotFoundError wenn Glob FLW_Flaechenwidmung_*.gpkg leer ist
data/new_widmungs_data/vorarlberg/fwp_flaeche.gpkg	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:424	harte Vorbedingung
data/new_widmungs_data/wien/genflwidmung_wien.geojson	windkraft/calc/widmung_sources.py	reads	true	true	false	false	[frag_D] windkraft/calc/widmung_sources.py:426	harte Vorbedingung
output/abschichtung_widmung_v2/zoning_vectors/_cache/flawi_ktn_gpkg.gpkg	windkraft/calc/widmung_sources.py	reads	true	true	false	true	[frag_D] windkraft/calc/widmung_sources.py:387-390,410	stiller fallback: wenn Cache existiert, wird ZIP-Extraktion übersprungen
windkraft/calc/widmung_sources.py	output/abschichtung_widmung_v2/zoning_vectors/_cache/flawi_ktn_gpkg.gpkg	writes	true	false	false	false	[frag_D] windkraft/calc/widmung_sources.py:394; [frag_E] windkraft/calc/widmung_sources.py:387-394	Kärnten-Extract-Cache, aufgerufen aus Skript 01
data/RED_III_Windkraftbeschleunigungszone.zip	windkraft/calc/wind_zones.py	reads	true	true	false	true	[frag_D] windkraft/calc/wind_zones.py:120,183-188	stiller fallback (gleiches Muster, Kommentar Z.113-117)
data/WINDKRAFT_AUSSCHLUSSZONE.zip	windkraft/calc/wind_zones.py	reads	true	true	false	true	[frag_D] windkraft/calc/wind_zones.py:138,183-188	stiller fallback
data/WK_Eignungszonen.zip	windkraft/calc/wind_zones.py	reads	true	true	false	true	[frag_D] windkraft/calc/wind_zones.py:105,146,183-188	stiller fallback: _resolve_path() loggt nur [warn] und liefert None bei fehlender Datei (Kommentar Z.94-99 benennt das Risiko für Band 37 explizit)
output/steiermark_zonen/sapro2026/sapro2026_zonen.geojson	windkraft/calc/wind_zones.py	reads	true	true	false	true	[frag_D] windkraft/calc/wind_zones.py:155,183-188	stiller fallback
windkraft/config.py	cfg:paths.data_dir	reads	false	false	false	false	[frag_F] windkraft/config.py:24-26	Nur Pfadaufloesung (relativ zu config.json), kein inhaltlicher Zugriff hier.
windkraft/config.py	cfg:paths.output_dir	reads	false	false	false	false	[frag_F] windkraft/config.py:24-26	
windkraft/config.py	cfg:paths.wind_pd_100	reads	false	false	false	false	[frag_F] windkraft/config.py:24-26	MARKIERT: einziger Fundort im gesamten Code (nur Pfadaufloesung); wird sonst nirgends inhaltlich gelesen. Ziel existiert zudem nicht.
config.json	windkraft/config.py	reads	true	true	false	false	[frag_B] windkraft/config.py:15-19; [frag_D] windkraft/config.py:18-19	load_config() Default-Pfad Path('config.json')
data/nö_zonierung/TeilC_3_2_Karte_Mindestabstandszonen_A0_20240402.pdf	windkraft/noe/pdf_align.py	reads	true	true	false	false	[frag_D] windkraft/noe/pdf_align.py:44-45,66-72; [frag_D] windkraft/noe/pdf_align.py:105 (render_pdf_viewport)	stiller fallback: bei fehlender Datei/Import-Fehler/Parse-Fehler wird auf hartkodiertes GPTS_LATLON_MINDESTABSTAND zurückgefallen (Z.87-88) | harte Vorbedingung: kein exists-Check, kein try/except in render_pdf_viewport()
output/noe/pdf_750m_*.geojson	windkraft/noe/pdf_hig_sources.py	reads	true	true	false	false	[frag_D] windkraft/noe/pdf_hig_sources.py:89-97	harte Vorbedingung: explizites FileNotFoundError (Z.92-95)
output/noe/pdf_750m_geb.geojson	windkraft/noe/pdf_hig_sources.py	reads	true	true	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:40-44,91-97	ZONE_TO_SOURCE_LAYERS['pdf_750m_geb']
output/noe/pdf_750m_gruenland_widmung.geojson	windkraft/noe/pdf_hig_sources.py	reads	true	true	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:40-44,91-97	ZONE_TO_SOURCE_LAYERS['pdf_750m_gruenland_widmung']
output/noe/pdf_750m_gwr.geojson	windkraft/noe/pdf_hig_sources.py	reads	true	true	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:40-44,91-97	ZONE_TO_SOURCE_LAYERS['pdf_750m_gwr']
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_*.geojson	writes	true	false	false	false	[frag_D] windkraft/noe/pdf_hig_sources.py:101-102; [frag_E] windkraft/noe/pdf_hig_sources.py:101-102	derive_layer_files()
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_geb.geojson	writes	true	false	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:101	
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_geb_wgs84.geojson	writes	true	false	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:102	
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_gruenland_widmung.geojson	writes	true	false	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:101	
